Store ID,IP Address
8374,10.18.224.1
8375,10.18.225.1
8500,10.18.227.1
8501,10.18.228.1
8502,10.18.229.1
8503,10.18.230.1
8504,10.18.231.1
8505,10.18.232.1
8506,10.18.233.1
8507,10.18.234.1
8508,10.18.235.1
8509,10.18.236.1
8510,10.18.237.1
8511,10.18.238.1
8512,10.18.239.1
8513,10.18.240.1
8514,10.18.241.1
8515,10.18.242.1
8516,10.18.243.1
8517,10.18.244.1
8518,10.18.245.1
8519,10.18.246.1
8520,10.18.247.1
8521,10.18.248.1
8522,10.18.249.1
8523,10.18.250.1
8524,10.18.251.1
8525,10.18.252.1
8526,10.13.50.1
8527,10.14.29.1
8528,10.10.64.1
8529,10.13.174.1
8530,10.13.53.1
8531,10.13.128.1
8532,10.14.112.1
8533,10.14.78.1
8534,10.12.211.1
8535,10.11.179.1
8536,10.11.155.1
9001,10.14.8.1
9004,10.14.6.1
9023,10.12.33.1
9028,10.13.45.1
9034,10.10.103.1
9040,10.12.26.1
9041,10.12.195.1
9042,10.14.144.1
9052,10.12.84.1
9060,10.12.94.1
9061,10.11.58.1
9062,10.10.205.1
9066,10.10.166.1
9068,10.13.186.1
9069,10.11.176.1
9074,10.11.222.1
9075,10.11.224.1
9076,10.12.182.1
9077,10.12.187.1
9079,10.13.78.1
9082,10.10.42.1
9094,10.14.142.1
9135,10.14.42.1
9138,10.14.46.1
9139,10.14.47.1
9140,10.14.48.1
9141,10.14.49.1
9142,10.11.220.1
9148,10.13.83.1
9151,10.14.250.1
9152,10.14.252.1
9180,10.14.114.1
9222,10.12.27.1
9224,10.11.230.1
9231,10.12.144.1
9237,10.10.134.1
9240,10.13.87.1
9242,10.14.7.1
9244,10.13.231.1
9245,10.10.130.1
9249,10.14.119.1
9275,10.18.82.1
9282,10.12.125.1
9283,10.11.38.1
9284,10.10.13.1
9285,10.12.249.1
9286,10.10.207.1
9287,10.13.82.1
9288,10.10.61.1
9289,10.10.202.1
9292,10.11.48.1
9293,10.11.125.1
9294,10.13.79.1
9295,10.14.182.1
9300,10.13.199.1
9301,10.12.24.1
9302,10.14.62.1
9303,10.14.220.1
9320,10.11.30.1
9326,10.11.61.1
9328,10.10.6.1
9331,10.11.109.1
9333,10.12.153.1
9334,10.10.185.1
9337,10.13.13.1
9338,10.10.54.1
9339,10.13.136.1
9340,10.13.141.1
9342,10.13.214.1
9343,10.14.233.1
9345,10.10.245.1
9361,10.13.31.1
9403,10.12.72.1
9405,10.12.105.1
9406,10.11.29.1
9441,10.12.174.1
9442,10.10.190.1
9444,10.12.234.1
9445,10.12.237.1
9446,10.10.224.1
